German,French
Ich danke meinem Chef für seine Unterstützung und sein Verständnis.,Je remercie mon patron pour son soutien et sa compréhension.
Die Schule beginnt um acht Uhr morgens,L'école commence à huit heures du matin
"Ich gehe gerne ins Kino, um mich zu entspannen und einen guten Film zu sehen.",J'aime aller au cinéma pour me détendre et voir un bon film.
Die Kommunikation zwischen den Abteilungen im Unternehmen ist sehr wichtig für den Erfolg des Unternehmens.,La communication entre les départements de l'entreprise est très importante pour le succès de l'entreprise.
Die Bibliothek der Universität ist eines der schönsten Gebäude auf dem Campus.,La bibliothèque de l'université est l'un des plus beaux bâtiments du campus.
"Meine Schwester liebt es, Bücher über Geschichte und Kultur zu lesen.",Ma sœur adore lire des livres sur l'histoire et la culture.
"Das Fernsehen ist ein beliebtes Medium, um sich über aktuelle Ereignisse zu informieren.",La télévision est un moyen populaire pour s'informer sur les événements actuels.
"Es ist wichtig, eine gesunde Balance zwischen Arbeit und Privatleben zu finden.",Il est important de trouver un équilibre sain entre le travail et la vie privée.
"Ich liebe es, neue Orte zu entdecken und ihre Geschichte zu erfahren.",J'aime découvrir de nouveaux endroits et en apprendre l'histoire.
Die Kommunikation zwischen den Abteilungen im Unternehmen ist wichtig.,La communication entre les départements dans l'entreprise est importante.
Ich gehe jeden Tag zum Schwimmen,"Je vais nager tous les jours,"
"Ich bin ein großer Fan von deutschen Autos, wie Mercedes und BMW.","Je suis un grand fanatique des voitures allemandes, comme Mercedes et BMW."
"Sport hilft uns, gesund zu bleiben und unsere Fitness zu verbessern.",Le sport nous aide à rester en bonne santé et à améliorer notre condition physique.
Wir haben gestern Abend ein Fußballspiel gesehen,"Nous avons regardé un match de football hier soir,"
"Die Vorlesungen an der Universität sind sehr informativ und helfen mir, meine Kenntnisse zu erweitern.",Les cours à l'université sont très instructifs et m'aident à élargir mes connaissances.
Eine schöne Erinnerung an sorglose Tage,Elle leur rappelait une époque plus légère
Die Kommunikation zwischen den Abteilungen im Büro ist manchmal schwierig.,La communication entre les départements dans le bureau peut être parfois difficile.
"Na Sarah, wie geht' s denn so?",Comment ça va?
"Du wirst mir bestimmt fehlen, Schätzchen.",Je vais me sentir seule.
Wir fahren nächstes Jahr nach Paris,"Nous allons à Paris l'an prochain,"
"Ich teile meine Wohnung mit zwei Freunden, die auch an der Universität studieren.",Je partage mon appartement avec deux amis qui étudient également à l'université.
Eine gute Ausbildung ist der Schlüssel zum Erfolg im Leben.,Une bonne éducation est la clé du succès dans la vie.
Du kommst nicht durch den Sturm.,Si elle s'arrête.
Der Lehrer erklärt die Aufgaben sehr klar,"L'enseignant explique les tâches très clairement,"
"Ein langes Wochenende, kühle Margaritas, nur du und ich am Strand allein, der Sonnenuntergang, ja?","Margaritas, nous deux seuls sur la plage au coucher du soleil."
"Diese Harte- Kerl- Masche mag bei manchen ziehen,","Votre numéro de gros dur peut plaire à des filles,"
"Wie viele andere, warich zum Sklaven des Ikea- Nestbauinstinktes geworden.","Comme bien d'autres, j'étais devenu esclave du trip IKEA."
Meine Freundin und ich teilen uns ein Zimmer im Studentenwohnheim.,Ma copine et moi partageons une chambre dans la résidence universitaire.
"Radfahren ist eine gute Möglichkeit, die Umgebung zu erkunden und gleichzeitig etwas für die Gesundheit zu tun.",Le cyclisme est un bon moyen d'explorer les environs et de faire quelque chose pour sa santé en même temps.
Die Beziehungen zwischen den Studenten sind sehr wichtig für das Wohlbefinden.,Les relations entre les étudiants sont très importantes pour le bien-être.
Im Sommer gehe ich gerne schwimmen oder radfahren.,"En été, j'aime nager ou faire du vélo."
Der Hund meiner Nachbarn ist sehr groß und bellt laut,"Le chien de mes voisins est très grand et aboie fort,"
Wir planen gerade eine Reise mit unseren Freunden für die Semesterferien.,Nous planifions actuellement un voyage avec nos amis pour les vacances semestrielles.
Er sprang auf mich wie ein wilder Vogel und krallte sich in meinem Kopf fest.,ll me sautait dessus comme un rapace et plantait ses serres dans ma tête.
"Wenn du es schaffst, dass dein Hackentritt wieder kommt, dann glaube ich... wäre die Verteidung undurchdringbar!",Je crois... que la défense serait infaillible!
Die Schule sollte mehr über Umweltschutz unterrichten.,L'école devrait enseigner davantage sur la protection de l'environnement.
Zeichnen Sie bitte die Liste von Telefonaten ab.,Veuillez vérifier la note de téléphone.
Eine gute Ausbildung ist wichtig für die Zukunft unserer Kinder.,Une bonne éducation est importante pour l'avenir de nos enfants.
"Ich bin froh, dass ich solche netten Kollegen habe.",Je suis heureux d'avoir de tels collègues sympathiques.
"Das Office-Team ist sehr freundlich und hilfsbereit, wenn man Fragen hat.",L'équipe du bureau est très sympathique et serviable si vous avez des questions.
"Meine Freundin hat mich dazu ermutigt, ein Master-Studium aufzunehmen.",Ma copine m'a encouragé à entamer une maîtrise.
"Hören Sie, ich habe lhren Namen auf dem Revier gehört.",Je connais les cercles où vous évoluez.
"Wir haben regelmäßige Meetings, um unsere Fortschritte zu diskutieren.",Nous avons des réunions régulières pour discuter de nos progrès.
Ich will nicht von ihm gestört werden.,Je ne veux pas me mettre en colère.
Obwohl ich zum Teil auch aus meinem eigenen Leben berichte.,"Une œuvre de fiction, même si j'y ai mis beaucoup de ma vie..."
"Hast du verstanden, was ich gerade sagte?",T'entends ce que je te dis?
"Moment, wenn man genau nachdenkt, wenn das Ding hier ist, könnte... sich unsere Lage verschlechtern.","Attendez, à y reflechir, si la chose est ici, ca pourrait empirer pour nous."
"Während ich in Löchern wie diesem auf seiner Spur bleibe, werdet ihr reich, indem ihr ihn informiert.",Je me suis donné assez de mal pour traquer Gondorff pendant que vous vous enrichissiez en nous trahissant.
"Sie denken, ich will sein Geld?",Vous croyez que j'en ai apres son argent?
Ein Besuch im Theater oder im Konzertsaal kann sehr unterhaltsam sein.,Une visite au théâtre ou à la salle de concert peut être très amusante.
"Nenn mich einfach Coco, wie alle andern.","Appellez- moi Coco, comme tout le monde."
"Ich liebe es, am Strand zu entspannen","J'aime me détendre sur la plage,"
Die Vorlesungen finden normalerweise von Montag bis Donnerstag statt.,Les cours ont généralement lieu du lundi au jeudi.
Wir haben gestern Abend einen Film gesehen,"Nous avons vu un film hier soir,"
Sie hat einen roten Mantel an,"Elle porte un manteau rouge,"
Wir unterstützen einander in unserem Freundeskreis durch dick und dünn.,Nous nous soutenons mutuellement dans notre cercle d'amis à travers les épais et les minces.
Unsere Firma organisiert regelmäßig Team-Building-Veranstaltungen.,Notre entreprise organise régulièrement des événements de renforcement d'équipe.
Wir fahren morgen nach Paris,"Nous partons demain pour Paris,"
Also können wir noch grausamer werden.,Alors mettons le paquet.
Die Vorbereitung auf eine Prüfung erfordert viel Zeit und Mühe.,La préparation à un examen nécessite beaucoup de temps et d'efforts.
Mein Freund hat gerade sein Studium abgeschlossen und sucht jetzt nach einem Job.,Mon ami a juste terminé ses études et cherche maintenant un emploi.
Die Oper von Wien ist weltberühmt für ihre atemberaubenden Aufführungen.,L'opéra de Vienne est mondialement célèbre pour ses représentations à couper le souffle.
"Mein bester Freund hat mich dazu überredet, ein Semester im Ausland zu verbringen.",Mon meilleur ami m'a convaincu de passer un semestre à l'étranger.
"Ich treffe mich regelmäßig mit meinen Freunden, um über unsere Pläne und Ziele zu sprechen.",Je me rencontre régulièrement avec mes amis pour discuter de nos plans et objectifs.
Der Tennis-Sport erfordert viel Geschicklichkeit und Übung.,Le sport de tennis nécessite beaucoup d'habileté et de pratique.
"Aber jetzt sind wir an der Reihe, sein weises Wesen gegen die giftigen Pfeile des Lebens zu schützen.",Mais sa sérénité exige de nous un rempart contre les flèches de ce monde.
Meine Freunde aus dem Studium sind sehr wichtig für mich.,Mes amis de l'université sont très importants pour moi.
"Die ganze Schule wird erfahren, was du für eine bist.",Toute l'école va apprendre quel genre tu es.
Wir haben viel Spaß am Strand,"Nous nous amusons beaucoup sur la plage,"
"Der Professor ist sehr streng, aber fair.","Le professeur est très sévère, mais juste."
"Dies ist ein Beispiel für den neulichen Wandalismus in unserer Stadt,...... der irgendwie mit Untergrund- Boxclubs zu tun hat.",liés aux clubs de boxe clandestins.
Das Lesen von Büchern ist eine meiner liebsten Freizeitaktivitäten.,La lecture de livres est l'une de mes activités de loisirs favorites.
Meine Lieblingsfarbe ist blau,"Ma couleur préférée est le bleu,"
"Ich bin ein großer Fan von LeBron James, einem der besten Basketballspieler aller Zeiten.","Je suis un grand fan de LeBron James, l'un des meilleurs basketteurs de tous les temps."
Mein Chef im Büro ist sehr freundlich und hilft mir immer wenn ich Probleme habe.,Mon patron au bureau est très aimable et m'aide toujours lorsque j'ai des problèmes.
"Ich bin froh, dass ich an dieser Universität studieren kann, es ist ein großes Abenteuer für mich.","Je suis heureux de pouvoir étudier à cette université, c'est une grande aventure pour moi."
Dieser Typ hatte etwas Ärger mit eurem Teamspielern.,Cet homme a eu un petit contentieux avec vos co- équipiers.
"Ich mag es, Bücher zu lesen","J'aime lire des livres,"
"Tanzen ist eine großartige Möglichkeit, sich körperlich fit zu halten und gleichzeitig seinen Rhythmusgefühl zu verbessern.",La danse est un excellent moyen de rester physiquement en forme et d'améliorer simultanément son sens du rythme.
Die Sonne scheint hell am Morgen,"Le soleil brille fort le matin,"
"Ich bin dir sehr dankbar, lieber Gylfi.","Merci, je savais que je pouvais compter sur toi."
Die Stadt Paris ist bekannt für ihre schönen Sehenswürdigkeiten.,La ville de Paris est connue pour ses belles attractions touristiques.
Die Theateraufführung war sehr unterhaltsam.,La représentation théâtrale était très divertissante.
"Brauchst du nicht, es ist egal.",Je vais lui parler.
"Skifahren ist ein aufregender Wintersport, der viel Adrenalin und Spaß bietet.",Le ski est un sport d'hiver passionnant qui offre beaucoup d'adrénaline et de plaisir.
Die Musik ist sehr schön,"La musique est très belle,"
"Wir können nicht warten, bis es dunkel ist.",Impossible d'attendre la nuit!
"Ein Theaterstück sehen ist eine gute Möglichkeit, Kultur zu erleben.",Assister à une pièce de théâtre est une bonne façon d'expérimenter la culture.
Aus einer möglichen Zukunft... von Ihrem Standpunkt aus betrachtet.,D'un futur possible... de ton point de vue.
Das Konzert war fantastisch und die Atmosphäre war elektrisierend.,Le concert était fantastique et l'atmosphère était électrisante.
"Meine Freunde und ich lieben es, neue Dinge zu entdecken und zu erleben.",Mes amis et moi adorons découvrir et expérimenter de nouvelles choses.
"Behalt mich im Auge, dann wirst du merken, wann du loslegen kannst.","Je m'en occupe, puis tu attaques."
"Da Sie die Tür aufgemacht haben, sollten Sie sie auch wieder schließen.","Tu as ouvert la porte, il fallait la fermer, c'est tout."
Meine Beziehung mit meiner Freundin ist sehr stark und wir unterstützen uns immer.,Ma relation avec ma petite amie est très solide et nous nous soutenons toujours.
Die Kantine der Universität bietet gutes Essen an.,La cantine de l'université propose de bonne nourriture.
"Ein Besuch bei den Olympischen Spielen wäre ein unvergessliches Erlebnis und bietet die Gelegenheit, Weltklasse-Athleten live zu sehen.",Une visite aux Jeux olympiques serait une expérience inoubliable et offre l'occasion de voir des athlètes de classe mondiale en direct.
Der Himmel ist heute sehr blau und die Sonne scheint,"Le ciel est aujourd'hui très bleu et le soleil brille,"
"Saburo ist direkt, vielleicht auch respektlos.","Messire Saburo est vif, voire irrespectueux."
"Hören Sie, ich verstehe, dass Sie sich Sorgen machen.",Je comprends que vous vous inquiétiez.
"Ich schätze die Zeit, die ich mit meiner Familie und meinen Freunden verbringe.",J'apprécie le temps que je passe avec ma famille et mes amis.
Der Traum zum Alptraum wird allnächtlich,On ressort des cauchemars parmi les rêves
Ich verbringe viel Zeit mit meinen Kollegen im Büro und wir sind wie eine Familie.,Je passe beaucoup de temps avec mes collègues de bureau et nous sommes comme une famille.
"lch glaube, wir sollten hier warten.","Nous devons attendre ici, je crois."
