German,French
Die Atmosphäre im Büro ist sehr freundlich.,L'atmosphère dans le bureau est très accueillante.
Wir feiern unsere Erfolge gemeinsam als Team.,Nous célébrons nos succès ensemble en tant qu'équipe.
Der Professor hat uns eine schwierige Aufgabe gegeben.,Le professeur nous a donné un exercice difficile.
Wir haben uns gestern Abend mit unseren Kollegen getroffen.,Nous nous sommes rencontrés hier soir avec nos collègues.
Die Universitätsbibliothek ist sehr groß und bietet viele Ressourcen.,La bibliothèque universitaire est très grande et offre de nombreuses ressources.
"Mein Freund hat mich zu einer Party eingeladen, die heute Abend stattfindet.",Mon ami m'a invité à une fête qui aura lieu ce soir.
Unsere Gruppe besteht aus fünf Personen und wir arbeiten gut zusammen.,Notre groupe se compose de cinq personnes et nous travaillons bien ensemble.
Der Vortrag war sehr interessant und ich habe viel gelernt.,La conférence était très intéressante et j'ai appris beaucoup de choses.
Ich verbringe viel Zeit mit meinen Freunden außerhalb des Unterrichts.,Je passe beaucoup de temps avec mes amis en dehors des cours.
"Das Büro ist ein wichtiger Teil meines Lebens, da ich dort meine Karriere aufbaue.","Le bureau est une partie importante de ma vie, car c'est là que je construis ma carrière."
Unser Team hat einen wichtigen Projektabschluss erreicht.,Notre équipe a atteint la fin d'un projet important.
Ich bin dankbar für die Unterstützung meiner Freunde während meines Studiums.,Je suis reconnaissant pour le soutien de mes amis pendant mes études.
Die Beziehungen zwischen den Kollegen sind sehr wichtig im Büroumfeld.,Les relations entre les collègues sont très importantes sur le terrain du bureau.
Wir feiern unser Examenserfolg mit einem großen Fest.,Nous célébrons notre succès aux examens avec une grande fête.
Mein Chef ist sehr zufrieden mit meiner Arbeit und gibt mir regelmäßig Feedback.,Mon patron est très satisfait de mon travail et me donne régulièrement des commentaires.
Die Kommunikation zwischen den Studenten und Professoren ist offen und ehrlich.,La communication entre les étudiants et les professeurs est ouverte et honnête.
"Ich habe vor, nach meinem Abschluss eine Weltreise zu machen.","J'ai l'intention, après mon diplôme, de faire un voyage autour du monde."
Unsere Firma bietet vielen Möglichkeiten zur Weiterbildung und Entwicklung.,Notre entreprise propose de nombreuses opportunités de formation et de développement.
Die Atmosphäre im Hörsaal ist immer sehr konzentriert und ruhig.,L'atmosphère dans l'amphithéâtre est toujours très concentrée et calme.
"Ich schätze die Zeit, die ich mit meinen Freunden und Familie verbringen kann.",J'apprécie le temps que je peux passer avec mes amis et ma famille.
"Die Universitätsbibliothek ist ein wichtiger Ort für mich, um zu lernen.",La bibliothèque universitaire est un endroit important pour moi où apprendre.
Mein Freund hat eine feste Beziehung mit seinem Partner seit drei Jahren.,Mon ami a une relation stable avec son partenaire depuis trois ans.
"Unser Professor gibt uns viel Hausaufgaben, aber wir schaffen es immer.","Notre professeur nous donne beaucoup de devoirs, mais nous arrivons toujours à les faire."
"Ich bin sehr glücklich über meine Entscheidung, an dieser Universität zu studieren.",Je suis très heureux de ma décision d'étudier à cette université.
"Das Büro ist ein großartiger Ort, um neue Leute kennenzulernen.",Le bureau est un excellent endroit pour rencontrer de nouvelles personnes.
Meine Freunde und ich gehen jeden Freitagabend ins Kino.,Mes amis et moi allons au cinéma tous les vendredis soir.
Unsere Abteilung im Büro ist sehr freundlich und hilfsbereit.,Notre département au bureau est très sympathique et serviable.
Der Campus unserer Universität ist wunderschön und groß.,Le campus de notre université est magnifique et grand.
"Ich liebe es, mit meinen Kollegen zusammenzuarbeiten.",J'adore travailler avec mes collègues.
"Wir haben jede Woche eine Besprechung im Büro, um unsere Fortschritte zu besprechen.",Nous avons chaque semaine une réunion au bureau pour discuter de nos progrès.
Die Studentenverbindung an meiner Universität ist sehr aktiv.,L'association étudiante à mon université est très active.
Mein Chef ist sehr nett und unterstützt mich bei meinem Projekt.,Mon patron est très gentil et me soutient dans mon projet.
"Ich hoffe, dass ich bald einen Job in einem großen Unternehmen finden werde.",J'espère que je trouverai bientôt un emploi dans une grande entreprise.
Meine Freunde und ich feiern jedes Jahr Silvester zusammen.,Mes amis et moi célébrons chaque année la Saint-Sylvestre ensemble.
Die Atmosphäre an der Universität ist sehr entspannt und freundlich.,L'atmosphère à l'université est très détendue et sympatique.
Ich danke meiner Familie und meinen Freunden für ihre Unterstützung während meines Studiums.,Je remercie ma famille et mes amis pour leur soutien pendant mes études.
Wir haben uns auf dem Campus kennengelernt und sind seitdem unzertrennlich.,Nous nous sommes rencontrés sur le campus et sommes inséparables depuis.
Wir machen oft gemeinsam Pause im Bürokantine.,Nous faisons souvent une pause ensemble dans la cantine du bureau.
Die Beziehungen zwischen den Studenten sind sehr wichtig für das akademische Leben.,Les relations entre les étudiants sont très importantes pour la vie académique.
"Ich bin dankbar für meine Zeit an der Universität, weil ich viele tolle Menschen getroffen habe.","Je suis reconnaissant pour mon temps à l'université, car je ai rencontré beaucoup de personnes formidables."
"Wir organisieren regelmäßig Team-Building-Aktivitäten, um die Zusammenarbeit zu fördern.",Nous organisons régulièrement des activités de renforcement d'équipe pour promouvoir la collaboration.
Die Kommunikation zwischen den Abteilungen ist entscheidend für den Erfolg des Unternehmens.,La communication entre les départements est cruciale pour le succès de l'entreprise.
Mein Partner unterstützt mich bei meiner Arbeit und ich tue dasselbe für ihn.,Mon partenaire me soutient dans mon travail et je fais de même pour lui.
Wir feiern oft Geburtstage und andere besondere Anlässe im Büro.,Nous célébrons souvent les anniversaires et autres occasions spéciales au bureau.
Die Atmosphäre an der Universität ist sehr freundlich und einladend.,L'atmosphère à l'université est très accueillante et chaleureuse.
"Ich bin stolz darauf, Teil eines solchen Teams zu sein.",Je suis fier de faire partie d'une telle équipe.
Die Balance zwischen Arbeit und Privatleben ist sehr wichtig für mich.,L'équilibre entre travail et vie privée est très important pour moi.
Die Universität bietet viele Kurse für Ausländer an.,L'université propose de nombreux cours pour les étrangers.
Mein Freund ist sehr gut in Mathematik und hilft mir oft.,Mon ami est très doué en mathématiques et m'aide souvent.
"Wir haben eine Gruppe von Freunden, die sich regelmäßig trifft.",Nous avons un groupe d'amis qui se rencontre régulièrement.
"Das Studium an der Universität ist nicht leicht, aber lohnenswert.","Étudier à l'université n'est pas facile, mais c'est gratifiant."
Meine Chefin ist sehr nett und unterstützt mich bei meiner Arbeit.,Ma patronne est très gentille et me soutient dans mon travail.
Ich bin dankbar für meine Freundschaften und Beziehungen.,Je suis reconnaissant pour mes amitiés et relations.
Die Kommunikation zwischen den Abteilungen im Unternehmen ist wichtig.,La communication entre les départements dans l'entreprise est importante.
Mein Freund und ich teilen uns ein Apartment nahe der Universität.,Mon ami et moi partageons un appartement près de l'université.
Die Universitätsbibliothek bietet viele Ressourcen für Studenten an.,La bibliothèque universitaire offre de nombreuses ressources pour les étudiants.
"Ich habe mich entschieden, mein Studienfach zu wechseln.",J'ai décidé de changer ma filière d'études.
Meine Kolleginnen sind alle sehr freundlich und helfen mir gerne.,Mes collègues sont toutes très aimables et m'aident volontiers.
Das Office-Team ist sehr effizient und produktiv.,L'équipe du bureau est très efficace et productive.
"Ich freue mich darauf, neue Leute auf dem Campus kennenzulernen.",Je me réjouis de rencontrer de nouvelles personnes sur le campus.
Mein Chef gibt mir gute Ratschläge und Unterstützung.,Mon chef me donne de bons conseils et me soutient.
Die studentische Gemeinschaft an der Universität ist sehr aktiv.,La communauté étudiante à l'université est très active.
"Ich schätze die Beziehungen, die ich während meines Studiums aufgebaut habe.",J'apprécie les relations que j'ai construites pendant mes études.
Mein Freund hat mich zu einer Party im Studentenwohnheim eingeladen.,Mon ami m'a invité à une fête dans la résidence universitaire.
Ich bin sehr glücklich über meine Beziehung zu meinem Partner.,Je suis très heureux dans ma relation avec mon partenaire.
Das Büro ist sehr groß und modern eingerichtet.,Le bureau est très grand et moderne.
Meine Freunde und ich gehen oft zusammen essen.,Mes amis et moi allons souvent manger ensemble.
Der Vortrag war sehr interessant und informativ.,La conférence était très intéressante et informative.
Ich muss noch viel für meine Prüfung lernen.,Je dois encore apprendre beaucoup pour mon examen.
Mein Chef ist sehr nett und hilfsbereit.,Mon patron est très gentil et serviable.
Die Universität bietet viele verschiedene Kurse an.,L'université offre de nombreux cours différents.
"Ich bin froh, dass ich solche guten Freunde habe.",Je suis content d'avoir de tels bons amis.
Das Office-Team ist sehr freundlich und unterstützend.,L'équipe du bureau est très aimable et soutenue.
"Ich liebe es, neue Menschen auf dem Campus kennenzulernen.",J'adore rencontrer de nouvelles personnes sur le campus.
Mein Partner und ich haben eine sehr starke Bindung.,Mon partenaire et moi avons un lien très fort.
Die Vorlesungen sind sehr lang und anstrengend.,Les cours sont très longs et éprouvants.
"Ich hoffe, dass ich bald einen Job in einem großen Unternehmen finde.",J'espère que je trouverai bientôt un emploi dans une grande entreprise.
"Wir haben eine Gruppe von Freunden, die sich regelmäßig treffen.",Nous avons un groupe d'amis qui se rencontrent régulièrement.
Das Studium an der Universität ist nicht leicht.,Les études à l'université ne sont pas faciles.
Der Lehrstuhl für Informatik ist einer der größten an der Universität.,Le département d'informatique est l'un des plus grands de l'université.
"Meine Freundin hat mich dazu ermutigt, ein Master-Studium aufzunehmen.",Ma copine m'a encouragé à entamer une maîtrise.
Wir organisieren jedes Jahr eine Weihnachtsfeier im Büro.,Nous organisons chaque année une fête de Noël au bureau.
Mein Chef ist sehr nett und hilft mir bei Problemen.,Mon patron est très gentil et m'aide avec des problèmes.
Wir teilen uns oft das Mittagessen im Büro.,Nous partageons souvent le déjeuner au bureau.
Mein Freund hat mich zu einem Fußballspiel eingeladen.,Mon ami m'a invité à un match de football.
Die Atmosphäre an der Universität ist sehr freundlich.,L'atmosphère à l'université est très accueillante.
"Wir haben eine Gruppe von Freunden, die sich jeden Mittwoch treffen.",Nous avons un groupe d'amis qui se rencontrent tous les mercredis.
Wir feiern jedes Jahr den Geburtstag unseres Chefs im Büro.,Nous célébrons chaque année l'anniversaire de notre patron au bureau.
Die Studentenverbindung ist ein wichtiger Teil des Uni-Lebens.,L'association étudiante est une partie importante de la vie universitaire.
Unser Teamarbeit-Projekt war besonders erfolgreich dieses Semester.,Notre projet de travail d'équipe a été particulièrement réussi ce semestre.
Mein Partner unterstützt mich bei meiner Master-Arbeit.,Mon partenaire me soutient dans ma thèse de master.
Die Kommunikation zwischen den Abteilungen ist sehr wichtig im Unternehmen.,La communication entre les départements est très importante dans l'entreprise.
Unsere Firma bietet Weiterbildungskurse für Mitarbeiter an.,Notre entreprise propose des cours de formation continue pour les employés.
"Ich liebe es, mit meinen Freunden nach dem Unterricht zu plaudern.",J'adore discuter avec mes amis après les cours.
